hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
1, 0.00000, 2337.32, -3.64363, 0, 0, 1.15998, -3.64378, 1.15998, 176.356
2, 0.00000, 2336.64, -3.65836, 0, 0, 1.06122, -3.6579, 1.06122, 176.342
3, 0.00000, 2335.45, -3.68238, 0, 0, 1.04066, -3.68186, 1.04066, 176.318
4, 0.00000, 2335.15, -3.68852, 0, 0, 1.03346, -3.68838, 1.03346, 176.312
5, 0.00000, 2328.42, -3.82633, 0, 0, 1.16304, -3.8242, 1.16304, 176.176
6, 0.00000, 2326.46, -3.86651, 0, 0, 1.43357, -3.86607, 1.43357, 176.134
7, 0.00000, 2305.25, -4.29502, 0, 0, 1.76045, -4.29502, 1.76045, 175.705
8, 0.00000, 2309.8, -4.20734, 0, 0, 1.59763, -4.2103, 1.59763, 175.79
9, 0.00000, 2298.61, -4.43707, 0, 0, 1.42047, -4.43679, 1.42047, 175.563
10, 0.00000, 2303.83, -4.32934, 0, 0, 1.25421, -4.32949, 1.25421, 175.671
11, 0.00000, 2298.78, -4.43168, 0, 0, 1.07778, -4.43139, 1.07778, 175.569
12, 0.00000, 2295.29, -4.50218, 0, 0, 1.08529, -4.50223, 1.08529, 175.498
13, 0.00000, 2292.88, -4.5507, 0, 0, 1.07749, -4.55265, 1.07749, 175.447
14, 0.00000, 2294.28, -4.52282, 0, 0, 1.05014, -4.523, 1.05014, 175.477
15, 0.00000, 2294.75, -4.51331, 0, 0, 1.04076, -4.51288, 1.04076, 175.487
16, 0.00000, 2294.41, -4.52024, 0, 0, 1.12171, -4.51989, 1.12171, 175.48
17, 0.00000, 2293.94, -4.53018, 0, 0, 1.57019, -4.52992, 1.57019, 175.47
18, 0.00000, 2296.05, -4.48702, 0, 0, 2.19543, -4.48633, 2.19543, 175.514
19, 0.00000, 2296.17, -4.48583, 0, 0, 2.53309, -4.48583, 2.53309, 175.514
20, 0.00000, 2299.36, -4.42143, 0, 0, 2.47066, -4.42155, 2.47066, 175.578
21, 0.00000, 2307.08, -4.26627, 0, 0, 2.4374, -4.26648, 2.4374, 175.734
22, 0.00000, 2313.67, -4.13116, 0, 0, 2.12056, -4.13139, 2.12056, 175.869
23, 0.00000, 2329.49, -3.80094, 0, 0, 1.74108, -3.80152, 1.74108, 176.198
24, 0.00000, 2328.45, -3.82342, 0, 0, 1.44142, -3.82335, 1.44142, 176.177
25, 0.00000, 2337.15, -3.64232, 0, 0, 1.16006, -3.64269, 1.16006, 176.357
26, 0.00000, 2336.47, -3.65701, 0, 0, 1.06129, -3.65613, 1.06129, 176.344
27, 0.00000, 2335.28, -3.68101, 0, 0, 1.04073, -3.67975, 1.04073, 176.32
28, 0.00000, 2334.98, -3.68717, 0, 0, 1.03353, -3.68684, 1.03353, 176.313
29, 0.00000, 2328.24, -3.82477, 0, 0, 1.16312, -3.81834, 1.16312, 176.182
30, 0.00000, 2326.29, -3.86507, 0, 0, 1.43367, -3.86332, 1.43367, 176.137
31, 0.00000, 2305.26, -4.295, 0, 0, 1.76044, -4.29457, 1.76044, 175.705
32, 0.00000, 2309.8, -4.20734, 0, 0, 1.59763, -4.21029, 1.59763, 175.79
33, 0.00000, 2298.61, -4.43707, 0, 0, 1.42047, -4.43679, 1.42047, 175.563
34, 0.00000, 2303.83, -4.32934, 0, 0, 1.25421, -4.32949, 1.25421, 175.671
35, 0.00000, 2298.78, -4.43168, 0, 0, 1.07778, -4.43139, 1.07778, 175.569
36, 0.00000, 2295.29, -4.50218, 0, 0, 1.08529, -4.50223, 1.08529, 175.498
37, 0.00000, 2292.88, -4.5507, 0, 0, 1.07749, -4.55265, 1.07749, 175.447
38, 0.00000, 2294.28, -4.52282, 0, 0, 1.05014, -4.523, 1.05014, 175.477
39, 0.00000, 2294.75, -4.51331, 0, 0, 1.04076, -4.51288, 1.04076, 175.487
40, 0.00000, 2294.41, -4.52024, 0, 0, 1.12171, -4.51989, 1.12171, 175.48
41, 0.00000, 2293.94, -4.53018, 0, 0, 1.57019, -4.52992, 1.57019, 175.47
42, 0.00000, 2296.05, -4.48702, 0, 0, 2.19543, -4.48633, 2.19543, 175.514
43, 0.00000, 2296.17, -4.48583, 0, 0, 2.53309, -4.48583, 2.53309, 175.514
44, 0.00000, 2299.36, -4.42143, 0, 0, 2.47066, -4.42155, 2.47066, 175.578
45, 0.00000, 2307.08, -4.26627, 0, 0, 2.4374, -4.26648, 2.4374, 175.734
46, 0.00000, 2313.67, -4.13116, 0, 0, 2.12056, -4.13139, 2.12056, 175.869
47, 0.00000, 2329.49, -3.80094, 0, 0, 1.74108, -3.80152, 1.74108, 176.198
48, 0.00000, 2328.45, -3.82342, 0, 0, 1.44142, -3.82335, 1.44142, 176.177
49, 0.00000, 2337.15, -3.64232, 0, 0, 1.16006, -3.64269, 1.16006, 176.357
50, 0.00000, 2336.47, -3.65701, 0, 0, 1.06129, -3.65613, 1.06129, 176.344
51, 0.00000, 2335.28, -3.68101, 0, 0, 1.04073, -3.67975, 1.04073, 176.32
52, 0.00000, 2334.98, -3.68717, 0, 0, 1.03353, -3.68684, 1.03353, 176.313
53, 0.00000, 2328.24, -3.82477, 0, 0, 1.16312, -3.81834, 1.16312, 176.182
54, 0.00000, 2326.29, -3.86507, 0, 0, 1.43367, -3.86332, 1.43367, 176.137
55, 0.00000, 2305.26, -4.295, 0, 0, 1.76044, -4.29457, 1.76044, 175.705
56, 0.00000, 2309.8, -4.20734, 0, 0, 1.59763, -4.21029, 1.59763, 175.79
57, 0.00000, 2298.61, -4.43707, 0, 0, 1.42047, -4.43679, 1.42047, 175.563
58, 0.00000, 2303.83, -4.32934, 0, 0, 1.25421, -4.32949, 1.25421, 175.671
59, 0.00000, 2298.78, -4.43168, 0, 0, 1.07778, -4.43139, 1.07778, 175.569
60, 0.00000, 2295.29, -4.50218, 0, 0, 1.08529, -4.50223, 1.08529, 175.498
61, 0.00000, 2292.88, -4.5507, 0, 0, 1.07749, -4.55265, 1.07749, 175.447
62, 0.00000, 2294.28, -4.52282, 0, 0, 1.05014, -4.523, 1.05014, 175.477
63, 0.00000, 2294.75, -4.51331, 0, 0, 1.04076, -4.51288, 1.04076, 175.487
64, 0.00000, 2294.41, -4.52024, 0, 0, 1.12171, -4.51989, 1.12171, 175.48
65, 0.00000, 2293.94, -4.53018, 0, 0, 1.57019, -4.52992, 1.57019, 175.47
66, 0.00000, 2296.05, -4.48702, 0, 0, 2.19543, -4.48633, 2.19543, 175.514
67, 0.00000, 2296.17, -4.48583, 0, 0, 2.53309, -4.48583, 2.53309, 175.514
68, 0.00000, 2299.36, -4.42143, 0, 0, 2.47066, -4.42155, 2.47066, 175.578
69, 0.00000, 2307.08, -4.26627, 0, 0, 2.4374, -4.26648, 2.4374, 175.734
70, 0.00000, 2313.67, -4.13116, 0, 0, 2.12056, -4.13139, 2.12056, 175.869
71, 0.00000, 2329.49, -3.80094, 0, 0, 1.74108, -3.80152, 1.74108, 176.198
72, 0.00000, 2328.45, -3.82342, 0, 0, 1.44142, -3.82335, 1.44142, 176.177
