hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
1, 0.00000, 2352.25, -122.813, 0, 0, 14.3267, -122.815, 14.3267, 57.1846
2, 0.00000, 2352.56, -122.806, 0, 0, 13.9815, -122.806, 13.9815, 57.194
3, 0.00000, 2351.88, -122.82, 0, 0, 13.9855, -122.82, 13.9855, 57.1803
4, 0.00000, 2351.73, -122.823, 0, 0, 13.9864, -122.823, 13.9864, 57.1771
5, 0.00000, 2347.2, -122.911, 0, 0, 14.0132, -122.91, 14.0132, 57.0898
6, 0.00000, 2345.28, -122.948, 0, 0, 14.0248, -122.947, 14.0248, 57.0527
7, 0.00000, 2332.29, -123.195, 0, 0, 14.103, -123.195, 14.103, 56.8053
8, 0.00000, 2341.84, -122.992, 0, 0, 5.59398, -122.993, 5.59398, 57.0072
9, 0.00000, 2337.35, -123.071, 0, 0, 3.91112, -123.071, 3.91112, 56.9287
10, 0.00000, 2339.65, -123.029, 0, 0, 3.90729, -123.029, 3.90729, 56.9707
11, 0.00000, 2340.48, -123.017, 0, 0, 3.9059, -123.017, 3.9059, 56.9827
12, 0.00000, 2340.12, -123.025, 0, 0, 3.9065, -123.025, 3.9065, 56.975
13, 0.00000, 2340.75, -123.013, 0, 0, 3.90545, -123.013, 3.90545, 56.9866
14, 0.00000, 2341.89, -122.992, 0, 0, 3.90354, -122.992, 3.90354, 57.0084
15, 0.00000, 2341.7, -122.995, 0, 0, 3.90385, -122.995, 3.90385, 57.0048
16, 0.00000, 2340.96, -123.009, 0, 0, 3.90509, -123.009, 3.90509, 56.9906
17, 0.00000, 2339.89, -123.029, 0, 0, 3.90688, -123.029, 3.90688, 56.9711
18, 0.00000, 2334.22, -123.146, 0, 0, 9.00377, -123.146, 9.00377, 56.8535
19, 0.00000, 2330.4, -123.228, 0, 0, 14.1144, -123.228, 14.1144, 56.7724
20, 0.00000, 2331.49, -123.206, 0, 0, 14.1079, -123.206, 14.1079, 56.7936
21, 0.00000, 2335.97, -123.12, 0, 0, 14.0808, -123.12, 14.0808, 56.8797
22, 0.00000, 2339, -123.063, 0, 0, 14.078, -123.063, 14.078, 56.9374
23, 0.00000, 2345.22, -122.945, 0, 0, 14.6734, -122.945, 14.6734, 57.0545
24, 0.00000, 2347.56, -122.904, 0, 0, 14.9904, -122.905, 14.9904, 57.0951
25, 0.00000, 2352.25, -122.813, 0, 0, 14.3263, -122.813, 14.3263, 57.1875
26, 0.00000, 2352.56, -122.806, 0, 0, 13.9815, -122.806, 13.9815, 57.194
27, 0.00000, 2351.88, -122.82, 0, 0, 13.9855, -122.82, 13.9855, 57.1803
28, 0.00000, 2351.73, -122.823, 0, 0, 13.9864, -122.823, 13.9864, 57.1771
29, 0.00000, 2347.2, -122.911, 0, 0, 14.0132, -122.91, 14.0132, 57.0898
30, 0.00000, 2345.28, -122.948, 0, 0, 14.0248, -122.947, 14.0248, 57.0527
31, 0.00000, 2332.29, -123.195, 0, 0, 14.103, -123.195, 14.103, 56.8053
32, 0.00000, 2341.84, -122.992, 0, 0, 5.59398, -122.993, 5.59398, 57.0072
33, 0.00000, 2337.35, -123.071, 0, 0, 3.91112, -123.071, 3.91112, 56.9287
34, 0.00000, 2339.65, -123.029, 0, 0, 3.90729, -123.029, 3.90729, 56.9707
35, 0.00000, 2340.48, -123.017, 0, 0, 3.9059, -123.017, 3.9059, 56.9827
36, 0.00000, 2340.12, -123.025, 0, 0, 3.9065, -123.025, 3.9065, 56.975
37, 0.00000, 2340.75, -123.013, 0, 0, 3.90545, -123.013, 3.90545, 56.9866
38, 0.00000, 2341.89, -122.992, 0, 0, 3.90354, -122.992, 3.90354, 57.0084
39, 0.00000, 2341.7, -122.995, 0, 0, 3.90385, -122.995, 3.90385, 57.0048
40, 0.00000, 2340.96, -123.009, 0, 0, 3.90509, -123.009, 3.90509, 56.9906
41, 0.00000, 2339.89, -123.029, 0, 0, 3.90688, -123.029, 3.90688, 56.9711
42, 0.00000, 2334.22, -123.146, 0, 0, 9.00377, -123.146, 9.00377, 56.8535
43, 0.00000, 2330.4, -123.228, 0, 0, 14.1144, -123.228, 14.1144, 56.7724
44, 0.00000, 2331.49, -123.206, 0, 0, 14.1079, -123.206, 14.1079, 56.7936
45, 0.00000, 2335.97, -123.12, 0, 0, 14.0808, -123.12, 14.0808, 56.8797
46, 0.00000, 2339, -123.063, 0, 0, 14.078, -123.063, 14.078, 56.9374
47, 0.00000, 2345.22, -122.945, 0, 0, 14.6734, -122.945, 14.6734, 57.0545
48, 0.00000, 2347.56, -122.904, 0, 0, 14.9904, -122.905, 14.9904, 57.0951
49, 0.00000, 2352.25, -122.813, 0, 0, 14.3263, -122.813, 14.3263, 57.1875
50, 0.00000, 2352.56, -122.806, 0, 0, 13.9815, -122.806, 13.9815, 57.194
51, 0.00000, 2351.88, -122.82, 0, 0, 13.9855, -122.82, 13.9855, 57.1803
52, 0.00000, 2351.73, -122.823, 0, 0, 13.9864, -122.823, 13.9864, 57.1771
53, 0.00000, 2347.2, -122.911, 0, 0, 14.0132, -122.91, 14.0132, 57.0898
54, 0.00000, 2345.28, -122.948, 0, 0, 14.0248, -122.947, 14.0248, 57.0527
55, 0.00000, 2332.29, -123.195, 0, 0, 14.103, -123.195, 14.103, 56.8053
56, 0.00000, 2341.84, -122.992, 0, 0, 5.59398, -122.993, 5.59398, 57.0072
57, 0.00000, 2337.35, -123.071, 0, 0, 3.91112, -123.071, 3.91112, 56.9287
58, 0.00000, 2339.65, -123.029, 0, 0, 3.90729, -123.029, 3.90729, 56.9707
59, 0.00000, 2340.48, -123.017, 0, 0, 3.9059, -123.017, 3.9059, 56.9827
60, 0.00000, 2340.12, -123.025, 0, 0, 3.9065, -123.025, 3.9065, 56.975
61, 0.00000, 2340.75, -123.013, 0, 0, 3.90545, -123.013, 3.90545, 56.9866
62, 0.00000, 2341.89, -122.992, 0, 0, 3.90354, -122.992, 3.90354, 57.0084
63, 0.00000, 2341.7, -122.995, 0, 0, 3.90385, -122.995, 3.90385, 57.0048
64, 0.00000, 2340.96, -123.009, 0, 0, 3.90509, -123.009, 3.90509, 56.9906
65, 0.00000, 2339.89, -123.029, 0, 0, 3.90688, -123.029, 3.90688, 56.9711
66, 0.00000, 2334.22, -123.146, 0, 0, 9.00377, -123.146, 9.00377, 56.8535
67, 0.00000, 2330.4, -123.228, 0, 0, 14.1144, -123.228, 14.1144, 56.7724
68, 0.00000, 2331.49, -123.206, 0, 0, 14.1079, -123.206, 14.1079, 56.7936
69, 0.00000, 2335.97, -123.12, 0, 0, 14.0808, -123.12, 14.0808, 56.8797
70, 0.00000, 2339, -123.063, 0, 0, 14.078, -123.063, 14.078, 56.9374
71, 0.00000, 2345.22, -122.945, 0, 0, 14.6734, -122.945, 14.6734, 57.0545
72, 0.00000, 2347.56, -122.904, 0, 0, 14.9904, -122.905, 14.9904, 57.0951
73, 0.00000, 2352.25, -122.813, 0, 0, 14.3263, -122.813, 14.3263, 57.1875
74, 0.00000, 2352.56, -122.806, 0, 0, 13.9815, -122.806, 13.9815, 57.194
75, 0.00000, 2351.88, -122.82, 0, 0, 13.9855, -122.82, 13.9855, 57.1803
76, 0.00000, 2351.73, -122.823, 0, 0, 13.9864, -122.823, 13.9864, 57.1771
77, 0.00000, 2347.2, -122.911, 0, 0, 14.0132, -122.91, 14.0132, 57.0898
78, 0.00000, 2345.28, -122.948, 0, 0, 14.0248, -122.947, 14.0248, 57.0527
79, 0.00000, 2332.29, -123.195, 0, 0, 14.103, -123.195, 14.103, 56.8053
80, 0.00000, 2341.84, -122.992, 0, 0, 5.59398, -122.993, 5.59398, 57.0072
81, 0.00000, 2337.35, -123.071, 0, 0, 3.91112, -123.071, 3.91112, 56.9287
82, 0.00000, 2339.65, -123.029, 0, 0, 3.90729, -123.029, 3.90729, 56.9707
83, 0.00000, 2340.48, -123.017, 0, 0, 3.9059, -123.017, 3.9059, 56.9827
84, 0.00000, 2340.12, -123.025, 0, 0, 3.9065, -123.025, 3.9065, 56.975
85, 0.00000, 2340.75, -123.013, 0, 0, 3.90545, -123.013, 3.90545, 56.9866
86, 0.00000, 2341.89, -122.992, 0, 0, 3.90354, -122.992, 3.90354, 57.0084
87, 0.00000, 2341.7, -122.995, 0, 0, 3.90385, -122.995, 3.90385, 57.0048
88, 0.00000, 2340.96, -123.009, 0, 0, 3.90509, -123.009, 3.90509, 56.9906
89, 0.00000, 2339.89, -123.029, 0, 0, 3.90688, -123.029, 3.90688, 56.9711
90, 0.00000, 2334.22, -123.146, 0, 0, 9.00377, -123.146, 9.00377, 56.8535
91, 0.00000, 2330.4, -123.228, 0, 0, 14.1144, -123.228, 14.1144, 56.7724
92, 0.00000, 2331.49, -123.206, 0, 0, 14.1079, -123.206, 14.1079, 56.7936
93, 0.00000, 2335.97, -123.12, 0, 0, 14.0808, -123.12, 14.0808, 56.8797
94, 0.00000, 2339, -123.063, 0, 0, 14.078, -123.063, 14.078, 56.9374
95, 0.00000, 2345.22, -122.945, 0, 0, 14.6734, -122.945, 14.6734, 57.0545
96, 0.00000, 2347.56, -122.904, 0, 0, 14.9904, -122.905, 14.9904, 57.0951
97, 0.00000, 2352.25, -122.813, 0, 0, 14.3263, -122.813, 14.3263, 57.1875
98, 0.00000, 2352.56, -122.806, 0, 0, 13.9815, -122.806, 13.9815, 57.194
99, 0.00000, 2351.88, -122.82, 0, 0, 13.9855, -122.82, 13.9855, 57.1803
100, 0.00000, 2351.73, -122.823, 0, 0, 13.9864, -122.823, 13.9864, 57.1771
101, 0.00000, 2347.2, -122.911, 0, 0, 14.0132, -122.91, 14.0132, 57.0898
102, 0.00000, 2345.28, -122.948, 0, 0, 14.0248, -122.947, 14.0248, 57.0527
103, 0.00000, 2332.29, -123.195, 0, 0, 14.103, -123.195, 14.103, 56.8053
104, 0.00000, 2341.84, -122.992, 0, 0, 5.59398, -122.993, 5.59398, 57.0072
105, 0.00000, 2337.35, -123.071, 0, 0, 3.91112, -123.071, 3.91112, 56.9287
106, 0.00000, 2339.65, -123.029, 0, 0, 3.90729, -123.029, 3.90729, 56.9707
107, 0.00000, 2340.48, -123.017, 0, 0, 3.9059, -123.017, 3.9059, 56.9827
108, 0.00000, 2340.12, -123.025, 0, 0, 3.9065, -123.025, 3.9065, 56.975
109, 0.00000, 2340.75, -123.013, 0, 0, 3.90545, -123.013, 3.90545, 56.9866
110, 0.00000, 2341.89, -122.992, 0, 0, 3.90354, -122.992, 3.90354, 57.0084
111, 0.00000, 2341.7, -122.995, 0, 0, 3.90385, -122.995, 3.90385, 57.0048
112, 0.00000, 2340.96, -123.009, 0, 0, 3.90509, -123.009, 3.90509, 56.9906
113, 0.00000, 2339.89, -123.029, 0, 0, 3.90688, -123.029, 3.90688, 56.9711
114, 0.00000, 2334.22, -123.146, 0, 0, 9.00377, -123.146, 9.00377, 56.8535
115, 0.00000, 2330.4, -123.228, 0, 0, 14.1144, -123.228, 14.1144, 56.7724
116, 0.00000, 2331.49, -123.206, 0, 0, 14.1079, -123.206, 14.1079, 56.7936
117, 0.00000, 2335.97, -123.12, 0, 0, 14.0808, -123.12, 14.0808, 56.8797
118, 0.00000, 2339, -123.063, 0, 0, 14.078, -123.063, 14.078, 56.9374
119, 0.00000, 2345.22, -122.945, 0, 0, 14.6734, -122.945, 14.6734, 57.0545
120, 0.00000, 2347.56, -122.904, 0, 0, 14.9904, -122.905, 14.9904, 57.0951
121, 0.00000, 2352.25, -122.813, 0, 0, 14.3263, -122.813, 14.3263, 57.1875
122, 0.00000, 2352.56, -122.806, 0, 0, 13.9815, -122.806, 13.9815, 57.194
123, 0.00000, 2351.88, -122.82, 0, 0, 13.9855, -122.82, 13.9855, 57.1803
124, 0.00000, 2351.73, -122.823, 0, 0, 13.9864, -122.823, 13.9864, 57.1771
125, 0.00000, 2347.2, -122.911, 0, 0, 14.0132, -122.91, 14.0132, 57.0898
126, 0.00000, 2345.28, -122.948, 0, 0, 14.0248, -122.947, 14.0248, 57.0527
127, 0.00000, 2332.29, -123.195, 0, 0, 14.103, -123.195, 14.103, 56.8053
128, 0.00000, 2341.84, -122.992, 0, 0, 5.59398, -122.993, 5.59398, 57.0072
129, 0.00000, 2337.35, -123.071, 0, 0, 3.91112, -123.071, 3.91112, 56.9287
130, 0.00000, 2339.65, -123.029, 0, 0, 3.90729, -123.029, 3.90729, 56.9707
131, 0.00000, 2340.48, -123.017, 0, 0, 3.9059, -123.017, 3.9059, 56.9827
132, 0.00000, 2340.12, -123.025, 0, 0, 3.9065, -123.025, 3.9065, 56.975
133, 0.00000, 2340.75, -123.013, 0, 0, 3.90545, -123.013, 3.90545, 56.9866
134, 0.00000, 2341.89, -122.992, 0, 0, 3.90354, -122.992, 3.90354, 57.0084
